id,drug_id,sentence_index,SSI,UMLS1,SNOMED-CT,UMLS2,SNOMED-CT,mild,moderate,severe,persistent,not-persistent,body-site,rating,drug,class,type,entity_type
599,zoloft.191,2,social anxiety,C0424166 / Social fear / Mental or Behavioral Dysfunction,Social fear (finding) [A3709974/SNOMEDCT_US/FN/247832004],,,,,,,,,5,zoloft,ssri,SSI,psychological
600,zoloft.191,4,people always made me nervous,C0424166 / Social fear / Mental or Behavioral Dysfunction,Social fear (finding) [A3709974/SNOMEDCT_US/FN/247832004],,,,,,,,,5,zoloft,ssri,SSI,psychological
601,zoloft.191,4,people always made me anxious,C0424166 / Social fear / Mental or Behavioral Dysfunction,Social fear (finding) [A3709974/SNOMEDCT_US/FN/247832004],,,,,,,,,5,zoloft,ssri,SSI,psychological
602,zoloft.191,4,people always made me uncomfortable,C0424166 / Social fear / Mental or Behavioral Dysfunction,Social fear (finding) [A3709974/SNOMEDCT_US/FN/247832004],,,,,,,,,5,zoloft,ssri,SSI,psychological
603,zoloft.194,6,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,zoloft,ssri,SSI,psychological
604,zoloft.196,4,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,zoloft,ssri,SSI,psychological
605,zoloft.196,4,restlessness,c3887611/restlessness/sign or symptom,restlessness (finding) [a3669199/snomedct_us/fn/162221009],,,,,,,,,5,zoloft,ssri,SSI,psychological
606,zoloft.197,3,social anxiety disorder,C0424166 / Social fear / Mental or Behavioral Dysfunction,Social fear (finding) [A3709974/SNOMEDCT_US/FN/247832004],,,,,,,,,5,zoloft,ssri,SSI,psychological
607,zoloft.197,4,anti-social,c0741101/anti social/mental or behavioral dysfunction,no code,C0233523 / Antisocial behavior / Mental or Behavioral Dysfunction,Antisocial behavior (finding) [A3651979/SNOMEDCT_US/FN/60814007],,,,,,,5,zoloft,ssri,SSI,psychological
608,zoloft.197,4,extremely shy,c0037020/shyness/social behavior,Shy behavior (finding) [A23112852/SNOMEDCT_VET/FN/275691000009106],,,,,,,,,5,zoloft,ssri,SSI,psychological
609,zoloft.197,6,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,zoloft,ssri,SSI,psychological
610,zoloft.197,6,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,zoloft,ssri,SSI,psychological
611,zoloft.197,6,anger,c0002957/anger/mental process,feeling angry (finding) [a3452793/snomedct_us/fn/75408008],,,,,,,,,5,zoloft,ssri,SSI,psychological
612,zoloft.197,7,confused,c0009676/confusion/mental or behavioral dysfunction,confusional state (disorder) [a3366416/snomedct_us/fn/286933003],,,,,,,,,5,zoloft,ssri,SSI,cognitive
613,zoloft.198,3,mood swings,c0085633/mood swings/mental or behavioral dysfunction,mood swings (finding) [a3567084/snomedct_us/fn/18963009],,,,,,,,,5,zoloft,ssri,SSI,psychological
614,zoloft.199,2,feeling of dread ,c4061483/feeling of dread/finding,No code,C0231218 / Malaise / Sign or Symptom, Malaise (finding) [A3548531/SNOMEDCT_US/FN/367391008],,,,,,,5,zoloft,ssri,SSI,psychological
615,zoloft.199,2,hopelessness,c0150041/feeling hopeless/mental or behavioral dysfunction,feeling hopeless (finding) [a3452816/snomedct_us/fn/307077003],,,,,,,,,5,zoloft,ssri,SSI,psychological
616,zoloft.200,1,shy,c0037020/shyness/social behavior,Shy behavior (finding) [A23112852/SNOMEDCT_VET/FN/275691000009106],,,,,,,,,5,zoloft,ssri,SSI,psychological
617,zoloft.200,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,zoloft,ssri,SSI,psychological
618,zoloft.202,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,zoloft,ssri,SSI,psychological
619,zoloft.203,5,obsessive compulsive,c0009595/obsessive-compulsive personality/mental or behavioral dysfunction,obsessive compulsive personality disorder (disorder) [a3591163/snomedct_us/fn/1376001],,,,,,,,,5,zoloft,ssri,SSI,psychological
620,zoloft.203,7,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,zoloft,ssri,SSI,psychological
621,zoloft.203,9,negative depressed attitude,c0424134/pessimism/mental process,Pessimistic (finding) [A3627031/SNOMEDCT_US/FN/247799003],,,,,,,,,5,zoloft,ssri,SSI,psychological
622,zoloft.203,10,nervous about being around other people,C0424166 / Social fear / Mental or Behavioral Dysfunction,Social fear (finding) [A3709974/SNOMEDCT_US/FN/247832004],,,,,,,,,5,zoloft,ssri,SSI,psychological
623,zoloft.203,13,little confidence in your self,c2945580/poor self-esteem (finding)/finding,Poor self-esteem (finding) [A3638445/SNOMEDCT_US/FN/162220005],,,,,,,,,5,zoloft,ssri,SSI,psychological
624,zoloft.203,13,depressed attitude,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,zoloft,ssri,SSI,psychological
625,zoloft.204,4,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,zoloft,ssri,SSI,psychological
626,zoloft.204,4,disoriented,c0233407/disorientation/mental or behavioral dysfunction,Disorientated (finding) [A3400916/SNOMEDCT_US/FN/62476001],,,,,,,,,5,zoloft,ssri,SSI,psychological
627,zoloft.204,5,wasn't able to sleep at night ,C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,,,,,5,zoloft,ssri,SSI,physiological
628,zoloft.204,5,going crazy,c1401832/insane/mental or behavioral dysfunction,no code,"C0033937 / Psychoses, Drug / Mental or Behavioral Dysfunction",Drug-induced psychosis (disorder) [A3406977/SNOMEDCT_US/FN/191483003],,,,,,,5,zoloft,ssri,SSI,psychological
629,zoloft.204,7,wanted to end my life,c0424000/feeling suicidal (finding)/finding,feeling suicidal (finding) [a3452848/snomedct_us/fn/225457007],,,,,,,,,5,zoloft,ssri,SSI,psychological
630,zoloft.204,7,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,zoloft,ssri,SSI,psychological
631,zoloft.204,7,suicidal thoughts,c0424000/feeling suicidal (finding)/finding,feeling suicidal (finding) [a3452848/snomedct_us/fn/225457007],,,,,,,,,5,zoloft,ssri,SSI,psychological
632,zoloft.207,1,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,zoloft,ssri,SSI,psychological
633,zoloft.207,2,paranoid,c1456784/paranoia/mental or behavioral dysfunction,paranoid disorder (disorder) [a3617309/snomedct_us/fn/191667009],,,,,,,,,5,zoloft,ssri,SSI,psychological
634,zoloft.208,3,disfunctional,c4062591/difficulty in daily functioning/finding,no code,C0557386 / Restricted work performance / Finding ,Restricted work performance (finding) [A3669299/SNOMEDCT_US/FN/224398005],,,,,,,5,zoloft,ssri,SSI,social impact
635,zoloft.208,3,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,zoloft,ssri,SSI,psychological
636,zoloft.208,4,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,zoloft,ssri,SSI,psychological
637,zoloft.211,4,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,zoloft,ssri,SSI,psychological
638,zoloft.211,4,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,5,zoloft,ssri,SSI,psychological
639,zoloft.211,5,tingling sensations running down my arms and neck,C2242996 / Has tingling sensation / Sign or Symptom,No code,C0030554 / Paresthesia / Disease or syndrome,Paresthesia (finding) [A3618167/SNOMEDCT_US/FN/91019004],,,,,,running down my arms and neck,5,zoloft,ssri,SSI,physiological
640,zoloft.211,7,sleep quality is poor,c1262141/poor quality sleep/pathologic function,No code,C0037317 / Sleep disturbances / Sign or Symptom,Disturbance in sleep behavior (finding) [A3401822/SNOMEDCT_US/FN/53888004],,,,,,,5,zoloft,ssri,SSI,psychological
641,zoloft.212,2,anxious,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,5,zoloft,ssri,SSI,psychological
642,zoloft.213,2,isolating,c0424095/social withdrawal/finding,social withdrawal (finding) [a3710086/snomedct_us/fn/105411000],,,,,,,,,5,zoloft,ssri,SSI,social impact
643,cymbalta.6,5,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,cymbalta,snri,SSI,psychological
644,cymbalta.10,1,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
645,cymbalta.11,15,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
646,cymbalta.16,4,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,cymbalta,snri,SSI,psychological
647,cymbalta.16,4,anger,c0002957/anger/mental process,Feeling angry (finding) [A3452793/SNOMEDCT_US/FN/75408008],,,,,,,,,1,cymbalta,snri,SSI,psychological
648,cymbalta.16,6,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,cymbalta,snri,SSI,psychological
649,cymbalta.18,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,cymbalta,snri,SSI,psychological
650,cymbalta.20,3,tried suicide,c0038663/suicide attempt/finding,suicide attempt (event) [a9416520/snomedct_us/fn/82313006],,,,,,,,,1,cymbalta,snri,SSI,psychological
651,cymbalta.26,9,memory loss,C0002622 / Amnesia / Mental or Behavioral Dysfunction ,Amnesia (finding) [A3573018/SNOMEDCT_US/FN/48167000],,,,,,,,,1,cymbalta,snri,SSI,cognitive
652,cymbalta.26,9,stutter,C0038506 / Stuttering / Mental or Behavioral Dysfunction,Stuttering (finding) [A13367308/SNOMEDCT_US/FN/39423001],,,,,,,,,1,cymbalta,snri,SSI,cognitive
653,cymbalta.26,9,attention span,C0262630 / Reduced concentration span / Finding,Reduced concentration span (finding) [A3661366/SNOMEDCT_US/FN/247762003],,,,,,,,,1,cymbalta,snri,SSI,cognitive
654,cymbalta.26,9,depression.,C0344315 / Depressed mood / Finding,Depressed mood (finding) [A16962685/SNOMEDCT_US/FN/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
655,cymbalta.27,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
656,cymbalta.27,9,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
657,cymbalta.27,9,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
658,cymbalta.29,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
659,cymbalta.30,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
660,cymbalta.35,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
661,cymbalta.38,4,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
662,cymbalta.39,1,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,cymbalta,snri,SSI,psychological
663,cymbalta.40,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
664,cymbalta.40,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,cymbalta,snri,SSI,psychological
665,cymbalta.41,8,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
666,cymbalta.43,1,panic attacks,c0086769/panic attacks/mental or behavioral dysfunction,panic attack (finding) [a3615846/snomedct_us/fn/225624000],,,,,,,,,1,cymbalta,snri,SSI,psychological
667,cymbalta.44,2, horrible feeling,C0231218 / Malaise / Sign or Symptom, Malaise (finding) [A3548531/SNOMEDCT_US/FN/367391008],,,,,,,,,1,cymbalta,snri,SSI,physiological
668,cymbalta.47,3, anxiety,C0003467 / Anxiety / Finding,Anxiety (finding) [A3654171/SNOMEDCT_US/FN/48694002],,,,,,,,,1,cymbalta,snri,SSI,psychological
669,cymbalta.47,8,severe and chronic lower back pain,C0024031/ Low Back Pain/Sign or Symptom ,Low back pain (finding) [A6928612/SNOMEDCT_US/FN/279039007],,,,,,,,,1,cymbalta,snri,SSI,physiological
670,cymbalta.47,8, fibromyalgia ,c0016053/fibromyalgia/disease or syndrome,fibromyalgia (disorder) [a26590869/snomedct_us/fn/203082005],,,,,,,,,1,cymbalta,snri,SSI,physiological
671,cymbalta.47,8,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
672,cymbalta.47,9, constant pain,c0030193/pain/sign or symptom,pain (finding) [a3614691/snomedct_us/fn/22253000],,,,,, constant ,,,1,cymbalta,snri,SSI,physiological
673,cymbalta.49,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
674,cymbalta.49,1,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,cymbalta,snri,SSI,psychological
675,cymbalta.49,1,pain,c0030193/pain/sign or symptom,pain (finding) [a3614691/snomedct_us/fn/22253000],,,,,,,,,1,cymbalta,snri,SSI,physiological
676,cymbalta.50,2,depression ,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,cymbalta,snri,SSI,psychological
677,cymbalta.50,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,cymbalta,snri,SSI,psychological
678,cymbalta.50,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
679,cymbalta.50,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,cymbalta,snri,SSI,psychological
680,cymbalta.50,6,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,cymbalta,snri,SSI,psychological
681,cymbalta.50,6,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
682,cymbalta.50,14,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
683,cymbalta.53,3, depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
684,cymbalta.53,3,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,1,cymbalta,snri,SSI,psychological
685,cymbalta.55,5,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
686,cymbalta.56,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
687,cymbalta.56,1,claritin side effects,No code,No code,No code,No code,,,,,,,1,cymbalta,snri,SSI,physiological
688,cymbalta.62,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
689,cymbalta.64,3,very anxious,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,very ,,,,1,cymbalta,snri,SSI,psychological
690,cymbalta.65,7,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,1,cymbalta,snri,SSI,psychological
691,cymbalta.69,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
692,cymbalta.69,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
693,cymbalta.69,3,fatigue,c0015672/fatigue/sign or symptom,fatigue (finding) [a3452006/snomedct_us/fn/84229001],,,,,,,,,2,cymbalta,snri,SSI,physiological
694,cymbalta.69,6,feeling down,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
695,cymbalta.69,7,suicide,C0424000 / Feeling suicidal (finding) / Finding,Feeling suicidal (finding) [A3452848/SNOMEDCT_US/FN/225457007],,,,,,,,,2,cymbalta,snri,SSI,psychological
696,cymbalta.69,7,deeper depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
697,cymbalta.69,9, fatigue,C0015672 / Fatigue / Sign or Symptom,Fatigue (finding) [A3452006/SNOMEDCT_US/FN/84229001],,,,,,,,,2,cymbalta,snri,SSI,physiological
698,cymbalta.69,9,down time,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
699,cymbalta.69,9,suicide thoughts,C0424000 / Feeling suicidal (finding) / Finding,Feeling suicidal (finding) [A3452848/SNOMEDCT_US/FN/225457007],,,,,,,,,2,cymbalta,snri,SSI,psychological
700,cymbalta.70,5,depression ,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
701,cymbalta.70,5,moodiness,c0554980/moody (finding)/finding,moody (finding) [a3567091/snomedct_us/fn/286641001],,,,,,,,,2,cymbalta,snri,SSI,psychological
702,cymbalta.70,8, seasonal affect disorder,"C0085159 / Seasonal Affective Disorder / Mental or Behavioral Dysfunction 
",Seasonal affective disorder (disorder) [A3696000/SNOMEDCT_US/FN/247803002],,,,,,,,,2,cymbalta,snri,SSI,psychological
703,cymbalta.70,10,pms,c0033046/premenstrual syndrome/disease or syndrome,No code,"C0376356/Premenstrual Tension/Disease or Syndrome 

",Premenstrual tension syndrome (disorder) [A3643257/SNOMEDCT_US/FN/82639001],,,,,,,2,cymbalta,snri,SSI,physiological
704,cymbalta.72,5, anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,cymbalta,snri,SSI,psychological
705,cymbalta.72,5,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
706,cymbalta.73,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
707,cymbalta.73,1,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,cymbalta,snri,SSI,psychological
708,cymbalta.73,2,sleepiness,c0013144/drowsiness/finding,drowsy (finding) [a3406202/snomedct_us/fn/271782001],,,,,,,,,2,cymbalta,snri,SSI,physiological
709,cymbalta.74,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
710,cymbalta.75,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
711,cymbalta.76,4,"impulsivity,",c0548882/impaired impulse control/mental or behavioral dysfunction,No Code,"C0233461/Emotional impulsivity/Mental or Behavioral Dysfunction 

",Emotional impulsivity (finding) [A3413134/SNOMEDCT_US/FN/39178003],,,,,,,2,cymbalta,snri,SSI,cognitive
712,cymbalta.77,2,burst into tears,c0010399/crying/individual behavior,crying (finding) [a3377052/snomedct_us/fn/304534000],,,,,,,,,2,cymbalta,snri,SSI,psychological
713,cymbalta.78,6,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,cymbalta,snri,SSI,psychological
714,cymbalta.78,11,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,cymbalta,snri,SSI,psychological
715,cymbalta.78,11,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
716,cymbalta.78,12,feel like crying at times,"C0849968/feeling like crying/Finding 
",No code,C0424110 / Cries easily / Finding,Cries easily (finding) [A3376177/SNOMEDCT_US/FN/247771007],,,,,,,2,cymbalta,snri,SSI,physiological
717,cymbalta.79,16,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,cymbalta,snri,SSI,psychological
718,cymbalta.82,1,nervousness,c0849963/feeling nervous/sign or symptom,feeling nervous (finding) [a11738758/snomedct_us/fn/424196004],,,,,,,,,2,cymbalta,snri,SSI,psychological
719,cymbalta.82,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
720,cymbalta.83,8,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,cymbalta,snri,SSI,psychological
721,cymbalta.84,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
722,cymbalta.84,2,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,cymbalta,snri,SSI,psychological
723,cymbalta.84,2,pain,c0030193/pain/sign or symptom,pain (finding) [a3614691/snomedct_us/fn/22253000],,,,,,,,,2,cymbalta,snri,SSI,physiological
724,cymbalta.89,4,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
725,cymbalta.89,4,fibromyalgia,c0016053/fibromyalgia/disease or syndrome,fibromyalgia (disorder) [a26590869/snomedct_us/fn/203082005],,,,,,,,,2,cymbalta,snri,SSI,physiological
726,cymbalta.89,5,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
727,cymbalta.89,5,regulate my sleep cycle,c0037317/sleep disturbances/sign or symptom,disturbance in sleep behavior (finding) [a3401822/snomedct_us/fn/53888004],,,,,,,,,2,cymbalta,snri,SSI,physiological
728,cymbalta.89,5,get up earlier in the morning,c0424572/oversleeps/sign or symptom,oversleeps (disorder) [a3612179/snomedct_us/fn/248261008],,,,,,,,,2,cymbalta,snri,SSI,physiological
729,cymbalta.89,9,anxious,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,cymbalta,snri,SSI,psychological
730,cymbalta.89,10,ruminating,c0679048/obsessive thoughts/mental or behavioral dysfunction,no code,C0558066 / Intrusive thoughts / Mental or Behavioral Dysfunction,Intrusive thoughts (finding) [A3522817/SNOMEDCT_US/FN/225445003],,,,,,,2,cymbalta,snri,SSI,cognitive
731,cymbalta.89,11,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
732,cymbalta.90,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
733,cymbalta.90,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
734,cymbalta.90,1,low-moderate level at times,C0085633 / Mood swings / Mental or Behavioral Dysfunction,Mood swings (finding) [A3567084/SNOMEDCT_US/FN/18963009],,,,,,,,,2,cymbalta,snri,SSI,psychological
735,cymbalta.92,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
736,cymbalta.92,3,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
737,cymbalta.94,2,depressed ,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
738,cymbalta.94,2,anxious,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,2,cymbalta,snri,SSI,psychological
739,cymbalta.94,5,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
740,cymbalta.95,2,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
741,cymbalta.95,6,delusional,"C0011253 / Delusions / Mental or Behavioral Dysfunction 

",Delusions (finding) [A3387784/SNOMEDCT_US/FN/2073000],,,,,,,,,2,cymbalta,snri,SSI,psychological
742,cymbalta.95,6,delusional,"C0011253 / Delusions / Mental or Behavioral Dysfunction 

",Delusions (finding) [A3387784/SNOMEDCT_US/FN/2073000],,,,,,,,,2,cymbalta,snri,SSI,psychological
743,cymbalta.95,13,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
744,cymbalta.96,1,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
745,cymbalta.97,2,depressed,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,2,cymbalta,snri,SSI,psychological
746,cymbalta.97,4,suicidal,c0438696/suicidal/finding,suicidal (finding) [a3738693/snomedct_us/fn/267073005],,,,,,,,,2,cymbalta,snri,SSI,psychological
747,cymbalta.98,7,depression,c0344315/depressed mood/finding,depressed mood (finding) [a16962685/snomedct_us/fn/366979004],,,,,,,,,3,cymbalta,snri,SSI,psychological
748,cymbalta.98,7,anxiety,c0003467/anxiety/finding,anxiety (finding) [a3654171/snomedct_us/fn/48694002],,,,,,,,,3,cymbalta,snri,SSI,psychological
