id,drug_id,sentence_index,ADRs,UMLS1,SNOMED-CT,UMLS2,SNOMED-CT,mild,moderate,severe,persistent,not-persistent,body-site,rating,drug,class,type,entity_type
2161,zoloft.182,1,"first couple weeks, felt lethargic",C0023380 / Lethargy / Sign or Symptom,Lethargy (finding) [A3536819/SNOMEDCT_US/FN/214264003],,,,,,,first couple weeks,,5,zoloft,ssri,ADR,physiological
2162,zoloft.182,1,"first couple weeks, more anxious",C0003467 / Anxiety / Finding,Anxiety (finding) [A3654171/SNOMEDCT_US/FN/48694002],,,,,,,first couple weeks,,5,zoloft,ssri,ADR,psychological
2163,zoloft.183,4,have the jitters,C0549209 / Feeling jittery / Sign or Symptom,No code,C0849963 / Feeling nervous / Sign or Symptom,Feeling nervous (finding) [A11738758/SNOMEDCT_US/FN/424196004],,,,,,,5,zoloft,ssri,ADR,physiological
2164,zoloft.183,4,unable to concentrate,C0235198 / Unable to concentrate / Finding,Unable to concentrate (finding) [A3770036/SNOMEDCT_US/FN/60032008],,,,,,,,,5,zoloft,ssri,ADR,cognitive
2165,zoloft.183,7,somewhat fragile,C0312418 / Personality Sensitivity / Mental Process,Sensitivity (finding) [A3699949/SNOMEDCT_US/FN/35209006],,,,somewhat,,,,,5,zoloft,ssri,ADR,psychological
2166,zoloft.185,1,fatigue,C0015672 / Fatigue / Sign or Symptom,Fatigue (finding) [A3452006/SNOMEDCT_US/FN/84229001],,,,,,,,,5,zoloft,ssri,ADR,physiological
2167,zoloft.185,3,weight gain,C0043094 / Weight Gain / Finding,Weight gain (finding) [A23454849/SNOMEDCT_US/FN/8943002],,,,,,,,,5,zoloft,ssri,ADR,physiological
2168,zoloft.185,6,eating more than usual,C0020505 / Hyperphagia / Finding,Excessive eating - polyphagia (finding) [A3440896/SNOMEDCT_US/FN/267023007],,,,,,,,,5,zoloft,ssri,ADR,physiological
2169,zoloft.185,6,some weight gain,C0043094 / Weight Gain / Finding,Weight gain (finding) [A23454849/SNOMEDCT_US/FN/8943002],,,,some,,,,,5,zoloft,ssri,ADR,physiological
2170,zoloft.185,7,some fatigue when first starting,C0015672 / Fatigue / Sign or Symptom,Fatigue (finding) [A3452006/SNOMEDCT_US/FN/84229001],,,,some,,,when first starting,,5,zoloft,ssri,ADR,physiological
2171,zoloft.187,1,"dry mouth, went away after a few weeks",C0043352 / Xerostomia / Finding,Xerostomia (disorder) [A27784940/SNOMEDCT_US/FN/87715008],,,,,,,went away after a few weeks,,5,zoloft,ssri,ADR,physiological
2172,zoloft.187,1,"sweating, went away after a few weeks",C0038990 / Sweating / Finding,Sweating (finding) [A7882433/SNOMEDCT_US/FN/415690000],,,,,,,went away after a few weeks,,5,zoloft,ssri,ADR,physiological
2173,zoloft.187,1,"light headedness, went away after a few weeks",C0220870 / Lightheadedness / Sign or Symptom,Lightheadedness (finding) [A3538929/SNOMEDCT_US/FN/386705008],,,,,,,went away after a few weeks,,5,zoloft,ssri,ADR,physiological
2174,zoloft.187,2,long time to achieve orgasm,C1112573 / Delayed orgasm / Mental or Behavioral Dysfunction,No code,C0233998 / Orgasm impairment / Mental or Behavioral Dysfunction,Orgasm impairment (finding) [A3603433/SNOMEDCT_US/FN/40915004],,,,,,,5,zoloft,ssri,ADR,physiological
2175,zoloft.187,4,sexual side affects,C0549622 / Sexual Dysfunction / Disease or Syndrome,Sexual disorder (disorder) [A3703504/SNOMEDCT_US/FN/231532002],,,,,,,,,5,zoloft,ssri,ADR,physiological
2176,zoloft.188,1,light headedness,C0220870 / Lightheadedness / Sign or Symptom,Lightheadedness (finding) [A3538929/SNOMEDCT_US/FN/386705008],,,,,,,,,5,zoloft,ssri,ADR,physiological
2177,zoloft.188,1,loss of appetite,C1971624 / Loss of appetite (finding) / Finding,Loss of appetite (finding) [A3543103/SNOMEDCT_US/FN/79890006],,,,,,,,,5,zoloft,ssri,ADR,physiological
2178,zoloft.188,1,sleeplessness,C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,,,,,5,zoloft,ssri,ADR,physiological
2179,zoloft.188,1,dizzy feeling,C0012833 / Dizziness / Sign or Symptom,Dizziness (finding) [A3887130/SNOMEDCT_US/FN/404640003],,,,,,,,,5,zoloft,ssri,ADR,physiological
2180,zoloft.188,5,weight gain,C0043094 / Weight Gain / Finding,Weight gain (finding) [A23454849/SNOMEDCT_US/FN/8943002],,,,,,,,,5,zoloft,ssri,ADR,physiological
2181,zoloft.190,1,"in the beginning, could not stop sleeping",C0424573 / Always sleepy / Finding,Always sleepy (disorder) [A3560530/SNOMEDCT_US/FN/248262001],,,,,,,in the beginning,,5,zoloft,ssri,ADR,physiological
2182,zoloft.190,2,too tired to do anything,"C4288020/ Very Tired / Finding 
",No code,C0557875 / Tired / Sign or Symptom,Tired (finding) [A3756286/SNOMEDCT_US/FN/224960004],,,too,,,,5,zoloft,ssri,ADR,physiological
2183,zoloft.191,1,insomnia,C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,,,,,5,zoloft,ssri,ADR,physiological
2184,zoloft.191,1,low sex drive,C0011124 / Decreased Libido / Sign or Symptom,Reduced libido (finding) [A3661386/SNOMEDCT_US/FN/8357008],,,,,,,,,5,zoloft,ssri,ADR,physiological
2185,zoloft.191,1,trouble reaching orgasm,C0233998 / Orgasm impairment / Mental or Behavioral Dysfunction,Orgasm impairment (finding) [A3603433/SNOMEDCT_US/FN/40915004],,,,,,,,,5,zoloft,ssri,ADR,physiological
2186,zoloft.191,1,euphoria,C0235146 / Euphoric mood / Mental Process,Feeling high (finding) [A3452814/SNOMEDCT_US/FN/307074005],,,,,,,,,5,zoloft,ssri,ADR,psychological
2187,zoloft.191,1,agitation,C0085631 / Agitation / Sign or Symptom,Feeling agitated (finding) [A3452791/SNOMEDCT_US/FN/24199005],,,,,,,,,5,zoloft,ssri,ADR,psychological
2188,zoloft.191,1,drowsiness,C0013144 / Drowsiness / Finding,Drowsy (finding) [A3406202/SNOMEDCT_US/FN/271782001],,,,,,,,,5,zoloft,ssri,ADR,physiological
2189,zoloft.192,1,dry mouth,C0043352 / Xerostomia / Finding,Xerostomia (disorder) [A27784940/SNOMEDCT_US/FN/87715008],,,,,,,,,5,zoloft,ssri,ADR,physiological
2190,zoloft.192,1,sweating,C0038990 / Sweating / Finding,Sweating (finding) [A7882433/SNOMEDCT_US/FN/415690000],,,,,,,,,5,zoloft,ssri,ADR,physiological
2191,zoloft.193,1,"in the beginning, drousy",C0013144 / Drowsiness / Finding,Drowsy (finding) [A3406202/SNOMEDCT_US/FN/271782001],,,,,,,,,5,zoloft,ssri,ADR,physiological
2192,zoloft.193,1,"in the beginning, dry mouth",C0043352 / Xerostomia / Finding,Xerostomia (disorder) [A27784940/SNOMEDCT_US/FN/87715008],,,,,,,in the beginning,,5,zoloft,ssri,ADR,physiological
2193,zoloft.194,2,"when 1st started, sweat a lot",C0700590 / Increased sweating / Sign or Symptom,Excessive sweating (finding) [A3440966/SNOMEDCT_US/FN/52613005],,,,,,,when 1st started,,5,zoloft,ssri,ADR,physiological
2194,zoloft.194,3,always hot,C2939147 / Feels hot / Sign or Symptom,Feels hot (finding) [A3452873/SNOMEDCT_US/FN/373932008],,,,,,always,,,5,zoloft,ssri,ADR,physiological
2195,zoloft.194,4,no sexual desire,C2981158 / Lack of libido / Finding,Lack of libido (finding) [A3531164/SNOMEDCT_US/FN/248096004],,,,,,,,,5,zoloft,ssri,ADR,physiological
2196,zoloft.194,4,terrible amount of weight gain,C0000765 / Excessive body weight gain / Finding,Excessive weight gain (finding) [A3440982/SNOMEDCT_US/FN/224994002],,,,,,,,,5,zoloft,ssri,ADR,physiological
2197,zoloft.194,5,40 lbs gained,C0000765 / Excessive body weight gain / Finding,Excessive weight gain (finding) [A3440982/SNOMEDCT_US/FN/224994002],,,,,40 lbs,,,,5,zoloft,ssri,ADR,physiological
2198,zoloft.195,1,"spaced-out"" feeling, continued for a few more doses",C0857507 / Spaced out / Finding,No code,C0349446 / Dissociative trance / Mental or Behavioral Dysfunction,Dissociative trance (disorder) [A3401315/SNOMEDCT_US/FN/276296007],,,,,continued for a few more doses,,5,zoloft,ssri,ADR,psychological
2199,zoloft.195,2,felt uncontrollably sleepy,C0013144 / Drowsiness / Finding,Drowsy (finding) [A3406202/SNOMEDCT_US/FN/271782001],,,,,uncontrollably,,,,5,zoloft,ssri,ADR,physiological
2200,zoloft.195,3,no desire or energy to do anything,C0023380 / Lethargy / Sign or Symptom,Lethargy (finding) [A3536819/SNOMEDCT_US/FN/214264003],,,,,,,,,5,zoloft,ssri,ADR,physiological
2201,zoloft.196,4,more anxiety,C0003467 / Anxiety / Finding,Anxiety (finding) [A3654171/SNOMEDCT_US/FN/48694002],,,,,,,,,5,zoloft,ssri,ADR,psychological
2202,zoloft.196,4,restlessness,C3887611 / Restlessness / Sign or Symptom,Restlessness (finding) [A3669199/SNOMEDCT_US/FN/162221009],,,,,,,,,5,zoloft,ssri,ADR,psychological
2203,zoloft.197,1,insomnia,C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,,,,,5,zoloft,ssri,ADR,physiological
2204,zoloft.197,1,low libido,C0011124 / Decreased Libido / Sign or Symptom,Reduced libido (finding) [A3661386/SNOMEDCT_US/FN/8357008],,,,,,,,,5,zoloft,ssri,ADR,physiological
2205,zoloft.197,1,drowsiness,C0013144 / Drowsiness / Finding,Drowsy (finding) [A3406202/SNOMEDCT_US/FN/271782001],,,,,,,,,5,zoloft,ssri,ADR,physiological
2206,zoloft.197,1,dry mouth,C0043352 / Xerostomia / Finding,Xerostomia (disorder) [A27784940/SNOMEDCT_US/FN/87715008],,,,,,,,,5,zoloft,ssri,ADR,physiological
2207,zoloft.198,1,drowsiness,C0013144 / Drowsiness / Finding,Drowsy (finding) [A3406202/SNOMEDCT_US/FN/271782001],,,,,,,,,5,zoloft,ssri,ADR,physiological
2208,zoloft.199,1,insomnia for the first few weeks,C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,,,for the first few weeks,,5,zoloft,ssri,ADR,physiological
2209,zoloft.199,1,slight loss of sex drive,C0011124 / Decreased Libido / Sign or Symptom,Reduced libido (finding) [A3661386/SNOMEDCT_US/FN/8357008],,,slight,,,,,,5,zoloft,ssri,ADR,physiological
2210,zoloft.199,1,reduced appetite,C0232462 / Decrease in appetite / Finding,Decrease in appetite (finding) [A3382964/SNOMEDCT_US/FN/64379006],,,,,,,,,5,zoloft,ssri,ADR,physiological
2211,zoloft.199,1,mild weight loss,C1262477 / Weight decreased / Finding,Weight loss (finding) [A23455698/SNOMEDCT_US/FN/89362005],,,mild,,,,,,5,zoloft,ssri,ADR,physiological
2212,zoloft.199,1,jaw clenching,C0424444 / Clenching teeth / Finding,Clenching teeth (finding) [A3356349/SNOMEDCT_US/FN/110302009],,,,,,,,,5,zoloft,ssri,ADR,physiological
2213,zoloft.202,1,insomnia,C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,,,,,5,zoloft,ssri,ADR,physiological
2214,zoloft.202,2,scattered brain,C0235198 / Unable to concentrate / Finding,Unable to concentrate (finding) [A3770036/SNOMEDCT_US/FN/60032008],,,,,,,,,5,zoloft,ssri,ADR,cognitive
2215,zoloft.202,2,inability to focus,C0423044/Poor focus/Finding ,Poor focus (finding) [A3638413/SNOMEDCT_US/FN/246720002],,,,,,,,,5,zoloft,ssri,ADR,cognitive
2216,zoloft.203,3,"a week or two, nail biting",C0027338 / Nail Biting / Individual Behavior,Nail biting (finding) [A3574261/SNOMEDCT_US/FN/37298006],,,,,,,a week or two,,5,zoloft,ssri,ADR,psychological
2217,zoloft.203,3,"a week or two, jitters",C0549209 / Feeling jittery / Sign or Symptom,No code,C0849963 / Feeling nervous / Sign or Symptom,Feeling nervous (finding) [A11738758/SNOMEDCT_US/FN/424196004],,,,,a week or two,,5,zoloft,ssri,ADR,physiological
2218,zoloft.203,3,delayed ejaculation,C0234047 / Late ejaculation / Pathologic Function,Late ejaculation (finding) [A3533443/SNOMEDCT_US/FN/15405008],,,,,,,,,5,zoloft,ssri,ADR,physiological
2219,zoloft.204,1,first week or so felt a little weird,C0857105 / Weird feeling / Finding,No code,C0231218/ Malaise / Sign or Symptom,Undifferentiated illness: Vague ill health (finding) [A3771172/SNOMEDCT_US/FN/248282002],a little,,,,first week or so,,5,zoloft,ssri,ADR,psychological
2220,zoloft.205,1,"first 1-2 weeks, neck felt very tired",C0007859 / Neck Pain / Sign or Symptom,Neck pain (finding) [A3575925/SNOMEDCT_US/FN/81680005],,,,,very,,first 1-2 weeks,,5,zoloft,ssri,ADR,physiological
2221,zoloft.205,1,"first 1-2 weeks, neck felt very sore",C0007859 / Neck Pain / Sign or Symptom,Neck pain (finding) [A3575925/SNOMEDCT_US/FN/81680005],,,,,very,,first 1-2 weeks,,5,zoloft,ssri,ADR,physiological
2222,zoloft.206,3,headaches,C0018681 / Headache / Sign or Symptom,Headache (finding) [A3487586/SNOMEDCT_US/FN/25064002],,,,,,,,,5,zoloft,ssri,ADR,physiological
2223,zoloft.206,3,vivid dreams,C0344320 / Detailed recall of dream / Finding,Detailed recall of dream (finding) [A3390687/SNOMEDCT_US/FN/247953009],,,,,,,,,5,zoloft,ssri,ADR,psychological
2224,zoloft.206,3,panic attacks,C0086769 / Panic Attacks / Mental or Behavioral Dysfunction,Panic attack (finding) [A3615846/SNOMEDCT_US/FN/225624000],,,,,,,,,5,zoloft,ssri,ADR,psychological
2225,zoloft.206,3,full of sweat,C0700590 / Increased sweating / Sign or Symptom,Excessive sweating (finding) [A3440966/SNOMEDCT_US/FN/52613005],,,,,,,,,5,zoloft,ssri,ADR,physiological
2226,zoloft.207,1,"increased anxiety, went way down on day 4 or 5",C0003467 / Anxiety / Finding,Anxiety (finding) [A3654171/SNOMEDCT_US/FN/48694002],,,,,,,went way down on day 4 or 5,,5,zoloft,ssri,ADR,psychological
2227,zoloft.207,1,loose stool for 2 weeks,C2129214 / Loose stool / Sign or Symptom ,loose stool (finding) [A3542790/SNOMEDCT_US/FN/398032003],,,,,,,2 weeks,,5,zoloft,ssri,ADR,physiological
2228,zoloft.207,1,headache for 5 days,C0018681 / Headache / Sign or Symptom,Headache (finding) [A3487586/SNOMEDCT_US/FN/25064002],,,,,,,for 5 days,,5,zoloft,ssri,ADR,physiological
2229,zoloft.207,1,restless legs first 2 weeks,C0035258 / Restless Legs Syndrome / Disease or Syndrome,Restless legs (disorder) [A3669195/SNOMEDCT_US/FN/32914008],,,,,,,first 2 weeks,,5,zoloft,ssri,ADR,physiological
2230,zoloft.208,1,"beginning few days, hand tremors ",C0040822 / Tremor / Sign or Symptom,Tremor (finding) [A3763399/SNOMEDCT_US/FN/26079004],,,,,,,beginning few days,,5,zoloft,ssri,ADR,physiological
2231,zoloft.208,1,"beginning few days, couldnt sleep",C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,,,beginning few days,,5,zoloft,ssri,ADR,physiological
2232,zoloft.208,5,weight gain,C0043094 / Weight Gain / Finding,Weight gain (finding) [A23454849/SNOMEDCT_US/FN/8943002],,,,,,,,,5,zoloft,ssri,ADR,physiological
2233,zoloft.209,1,dry mouth,C0043352 / Xerostomia / Finding,Xerostomia (disorder) [A27784940/SNOMEDCT_US/FN/87715008],,,,,,,,,5,zoloft,ssri,ADR,physiological
2234,zoloft.209,1,nausea,C0027497 / Nausea / Sign or Symptom,Nausea (finding) [A11740391/SNOMEDCT_US/FN/422587007],,,,,,,,,5,zoloft,ssri,ADR,physiological
2235,zoloft.209,1,mild memory loss,C0002622 / Amnesia / Mental or Behavioral Dysfunction ,Amnesia (finding) [A3573018/SNOMEDCT_US/FN/48167000],,,mild,,,,,,5,zoloft,ssri,ADR,cognitive
2236,zoloft.210,1,difficult sexual arousal,C0036902 / Sexual Arousal Disorder / Mental or Behavioral Dysfunction,Sexual arousal disorder (disorder) [A3703444/SNOMEDCT_US/FN/74007000],,,,,,,,,5,zoloft,ssri,ADR,physiological
2237,zoloft.211,3,heartburn ,C0018834 / Heartburn / Sign or Symptom,Heartburn (finding) [A3488363/SNOMEDCT_US/FN/16331000],,,,,,,,,5,zoloft,ssri,ADR,physiological
2238,zoloft.211,6,"initially, felt a little worse",C0231218 / Malaise / Sign or Symptom, Malaise (finding) [A3548531/SNOMEDCT_US/FN/367391008],,,a little,,,,initially,,5,zoloft,ssri,ADR,physiological
2239,zoloft.212,1,nausea,C0027497 / Nausea / Sign or Symptom,Nausea (finding) [A11740391/SNOMEDCT_US/FN/422587007],,,,,,,,,5,zoloft,ssri,ADR,physiological
2240,zoloft.212,1,light headedness,C0220870 / Lightheadedness / Sign or Symptom,Lightheadedness (finding) [A3538929/SNOMEDCT_US/FN/386705008],,,,,,,,,5,zoloft,ssri,ADR,physiological
2241,zoloft.212,1,dry mouth,C0043352 / Xerostomia / Finding,Xerostomia (disorder) [A27784940/SNOMEDCT_US/FN/87715008],,,,,,,,,5,zoloft,ssri,ADR,physiological
2242,zoloft.212,1,bad taste in mouth,C0578994 / Unpleasant taste in mouth / Sign or Symptom,Bad taste in mouth (finding) [A3786041/SNOMEDCT_US/FN/302188001],,,,,,,,,5,zoloft,ssri,ADR,physiological
2243,zoloft.213,1,"numb hands, first 2 weeks",C0239832 / Numbness of hand / Sign or Symptom,Numbness of hand (finding) [A3588914/SNOMEDCT_US/FN/309521004],,,,,,,first 2 weeks,,5,zoloft,ssri,ADR,physiological
2244,zoloft.213,1,"numb feet, first 2 weeks",C0239649 / Numbness of foot / Sign or Symptom,Numbness of foot (finding) [A3588913/SNOMEDCT_US/FN/309538000],,,,,,,first 2 weeks,,5,zoloft,ssri,ADR,physiological
2245,zoloft.213,1,sinus swelling,C0037199/ Sinusitis / Disease or Syndrome,Sinusitis (disorder) [A3706416/SNOMEDCT_US/FN/36971009],,,,,,,,,5,zoloft,ssri,ADR,physiological
2246,zoloft.213,1,sligth headaches,C0018681 / Headache / Sign or Symptom,Headache (finding) [A3487586/SNOMEDCT_US/FN/25064002],,,sligth,,,,,,5,zoloft,ssri,ADR,physiological
2247,zoloft.213,1,nasea,C0027497 / Nausea / Sign or Symptom,Nausea (finding) [A11740391/SNOMEDCT_US/FN/422587007],,,,,,,,,5,zoloft,ssri,ADR,physiological
2248,cymbalta.2,1,extreme nausea,C0027497 / Nausea / Sign or Symptom,Nausea (finding) [A11740391/SNOMEDCT_US/FN/422587007],,,,,extreme ,,,,1,cymbalta,snri,ADR,physiological
2249,cymbalta.2,1,migraines,C0149931 / Migraine Disorders / Disease or Syndrome,Migraine (disorder) [A3563689/SNOMEDCT_US/FN/37796009],,,,,,,,,1,cymbalta,snri,ADR,physiological
2250,cymbalta.2,1,lethargy,C0023380 / Lethargy / Sign or Symptom,Lethargy (finding) [A3536819/SNOMEDCT_US/FN/214264003],,,,,,,,,1,cymbalta,snri,ADR,physiological
2251,cymbalta.2,1,loss of libido,C2981158 / Lack of libido / Finding,Lack of libido (finding) [A3531164/SNOMEDCT_US/FN/248096004],,,,,,,,,1,cymbalta,snri,ADR,physiological
2252,cymbalta.2,1,flu-like symptoms,C0392171 / Influenza-like symptoms / Sign or Symptom,Influenza-like symptoms (finding) [A3513499/SNOMEDCT_US/FN/315642008],,,,,,,,,1,cymbalta,snri,ADR,physiological
2253,cymbalta.3,1,dizzy,C0012833 / Dizziness / Sign or Symptom,Dizziness (finding) [A3887130/SNOMEDCT_US/FN/404640003],,,,,,,,,1,cymbalta,snri,ADR,physiological
2254,cymbalta.3,1,nauseous,C0027497 / Nausea / Sign or Symptom,Nausea (finding) [A11740391/SNOMEDCT_US/FN/422587007],,,,,,,,,1,cymbalta,snri,ADR,physiological
2255,cymbalta.3,1,sweating,C0038990 / Sweating / Finding,Sweating (finding) [A7882433/SNOMEDCT_US/FN/415690000],,,,,,,,,1,cymbalta,snri,ADR,physiological
2256,cymbalta.3,1,anxiety,C0003467 / Anxiety / Finding,Anxiety (finding) [A3654171/SNOMEDCT_US/FN/48694002],,,,,,,,,1,cymbalta,snri,ADR,psychological
2257,cymbalta.3,1,uneasiness,C1821715 / Uneasiness / Finding,No code,C0424142 / ill-at-ease / Finding,Ill-at-ease (finding) [A3504624/SNOMEDCT_US/FN/247806005],,,,,,,1,cymbalta,snri,ADR,psychological
2258,cymbalta.3,1,restlessness,C3887611 / Restlessness / Sign or Symptom,Restlessness (finding) [A3669199/SNOMEDCT_US/FN/162221009],,,,,,,,,1,cymbalta,snri,ADR,psychological
2259,cymbalta.3,1,shivers,C0036973 / Shivering / Finding,Shivering or rigors (finding) [A3704273/SNOMEDCT_US/FN/248456009],,,,,,,,,1,cymbalta,snri,ADR,physiological
2260,cymbalta.3,4,feeling off,C0011551 / Depersonalization / Mental or Behavioral Dysfunction,Depersonalization (finding) [A3388831/SNOMEDCT_US/FN/79499004],,,,,,,,,1,cymbalta,snri,ADR,psychological
2261,cymbalta.3,8,feels like lsd,C2938990 / Feeling stoned / Mental or Behavioral Dysfunction,No code,C0278180 / Drugged state / Finding,Drugged state (finding) [A3407018/SNOMEDCT_US/FN/34951003],,,,,,,1,cymbalta,snri,ADR,psychological
2262,cymbalta.3,8,flu like symptoms,C0392171 / Influenza-like symptoms / Sign or Symptom,Influenza-like symptoms (finding) [A3513499/SNOMEDCT_US/FN/315642008],,,,,,,,,1,cymbalta,snri,ADR,physiological
2263,cymbalta.4,1,severe stomach cramps,C0344375 / Stomach cramps (finding) / Sign or Symptom,Stomach cramps (finding) [A3720025/SNOMEDCT_US/FN/51197009],,,,,severe,,,,1,cymbalta,snri,ADR,physiological
2264,cymbalta.4,1,upset stomach,C0235309 / Upset stomach / Sign or Symptom,Upset stomach (finding) [A3773103/SNOMEDCT_US/FN/162059005],,,,,,,,,1,cymbalta,snri,ADR,physiological
2265,cymbalta.4,1,dizziness,C0012833 / Dizziness / Sign or Symptom,Dizziness (finding) [A3887130/SNOMEDCT_US/FN/404640003],,,,,,,,,1,cymbalta,snri,ADR,physiological
2266,cymbalta.4,1,spacey,C0857507 / Spaced out / Finding,No code,C0349446 / Dissociative trance / Mental or Behavioral Dysfunction,Dissociative trance (disorder) [A3401315/SNOMEDCT_US/FN/276296007],,,,,,,1,cymbalta,snri,ADR,psychological
2267,cymbalta.5,1,blurred vision,C0344232 / Blurred vision / Sign or Symptom,Blurring of visual image (finding) [A3323047/SNOMEDCT_US/FN/111516008],,,,,,,,,1,cymbalta,snri,ADR,physiological
2268,cymbalta.5,1,sweating,C0038990 / Sweating / Finding,Sweating (finding) [A7882433/SNOMEDCT_US/FN/415690000],,,,,,,,,1,cymbalta,snri,ADR,physiological
2269,cymbalta.5,1,shaking,C0392703 / Shakes / Finding,No code,C0040822 / Tremor / Sign or Symptom ,Tremor (finding) [A3763399/SNOMEDCT_US/FN/26079004],,,,,,,1,cymbalta,snri,ADR,physiological
2270,cymbalta.5,1,nausea,C0027497 / Nausea / Sign or Symptom,Nausea (finding) [A11740391/SNOMEDCT_US/FN/422587007],,,,,,,,,1,cymbalta,snri,ADR,physiological
2271,cymbalta.5,1,vomiting,C0042963 / Vomiting / Sign or Symptom,Vomiting symptom (finding) [A9417667/SNOMEDCT_US/FN/249497008],,,,,,,,,1,cymbalta,snri,ADR,physiological
2272,cymbalta.5,1,brief paralysis,C0522224 / Paralysed / Finding,Paralysis (finding) [A3617150/SNOMEDCT_US/FN/44695005],,,,,,,brief,,1,cymbalta,snri,ADR,physiological
2273,cymbalta.5,1,tingling in extremities,C1504494 / Tingling of extremity / Sign or Symptom,No code,C0030554 / Paresthesia / Disease or syndrome,Paresthesia (finding) [A3618167/SNOMEDCT_US/FN/91019004],,,,,,,1,cymbalta,snri,ADR,physiological
2274,cymbalta.5,1,fainting,C0039070 / Syncope / Sign or Symptom,Syncope (disorder) [A3744408/SNOMEDCT_US/FN/271594007],,,,,,,,,1,cymbalta,snri,ADR,physiological
2275,cymbalta.5,1,heart palpitations,C0030252 / Palpitations / Finding,Palpitations (finding) [A3615439/SNOMEDCT_US/FN/80313002],,,,,,,,,1,cymbalta,snri,ADR,physiological
2276,cymbalta.5,1,insomnia,C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,,,,,1,cymbalta,snri,ADR,physiological
2277,cymbalta.5,1,severe abdominal pain,C0000737 / Abdominal Pain / Sign or Symptom,Abdominal pain (finding) [A3330273/SNOMEDCT_US/FN/21522001],,,,,severe,,,,1,cymbalta,snri,ADR,physiological
2278,cymbalta.5,1,auditory hallucinations,"C0233762 / Hallucinations, Auditory / Sign or Symptom",Auditory hallucinations (finding) [A3748712/SNOMEDCT_US/FN/45150006],,,,,,,,,1,cymbalta,snri,ADR,psychological
2279,cymbalta.5,1,visual hallucinations,"C0233763 / Hallucinations, Visual / Sign or Symptom",Visual hallucinations (finding) [A3782716/SNOMEDCT_US/FN/64269007],,,,,,,,,1,cymbalta,snri,ADR,psychological
2280,cymbalta.5,1,dizziness,C0012833 / Dizziness / Sign or Symptom,Dizziness (finding) [A3887130/SNOMEDCT_US/FN/404640003],,,,,,,,,1,cymbalta,snri,ADR,physiological
2281,cymbalta.5,4,sweat,C0038990 / Sweating / Finding,Sweating (finding) [A7882433/SNOMEDCT_US/FN/415690000],,,,,,,,,1,cymbalta,snri,ADR,physiological
2282,cymbalta.5,4,feel very ill,C0231218 / Malaise / Sign or Symptom, Malaise (finding) [A3548531/SNOMEDCT_US/FN/367391008],,,,,very,,,,1,cymbalta,snri,ADR,physiological
2283,cymbalta.5,4,throw up all morning and into the early afternoon,C0042963 / Vomiting / Sign or Symptom,Vomiting symptom (finding) [A9417667/SNOMEDCT_US/FN/249497008],,,,,all morning and into the early afternoon,,,,1,cymbalta,snri,ADR,physiological
2284,cymbalta.5,5,barely move,C0578673 / Difficulty moving / Finding,Difficulty moving (finding) [A3394892/SNOMEDCT_US/FN/302002000],,,,,,,,,1,cymbalta,snri,ADR,physiological
2285,cymbalta.5,5,barely get out of bed,C0023380 / Lethargy / Sign or Symptom,Lethargy (finding) [A3536819/SNOMEDCT_US/FN/214264003],,,,,,,,,1,cymbalta,snri,ADR,physiological
2286,cymbalta.5,6,entire body seized up,C0036572 / Seizures / Sign or Symptom,Seizure (finding) [A3698953/SNOMEDCT_US/FN/91175000],,,,,,,,,1,cymbalta,snri,ADR,physiological
2287,cymbalta.5,6,could not move ,C0558185 / Unable to move / Finding,Unable to move (finding) [A3770221/SNOMEDCT_US/FN/225601007],,,,,,,,,1,cymbalta,snri,ADR,physiological
2288,cymbalta.5,6,could not speak,C0564216 / Unable to speak / Finding,Unable to speak (finding) [A3770449/SNOMEDCT_US/FN/286369003],,,,,,,,,1,cymbalta,snri,ADR,cognitive
2289,cymbalta.5,7,took me a day and a half to finally sleep,C0917801 / Sleeplessness / Sign or Symptom,Insomnia (disorder) [A3517153/SNOMEDCT_US/FN/193462001],,,,,,,,,1,cymbalta,snri,ADR,physiological
2290,cymbalta.5,7,couldn't eat until around 9:00 this evening,C1971624 / Loss of appetite (finding) / Finding,Loss of appetite (finding) [A3543103/SNOMEDCT_US/FN/79890006],,,,,,,until,,1,cymbalta,snri,ADR,physiological
2291,cymbalta.5,7,couldn't drink until around 9:00 this evening,C0566276 / Unable to drink / Finding,Unable to drink (finding) [A3770083/SNOMEDCT_US/FN/288854000],,,,,,,until,,1,cymbalta,snri,ADR,physiological
